Days,ARPU_M1,ARPU_M2,ARPU_M3,ARPU_M4,ARPU_M5,ARPU_M6,ARPU_M7,Total_revenue
05/02/2024,2.48446249293407,7.49046249293407,8.47627225293407,32.74047430293410,20.34913208930680,28.05730788091170,3.68326540201825,65657851.054065
06/02/2024,2.64887050978608,7.71427050978608,11.62947050978610,33.28066351978610,20.44649289564970,28.89489514307710,4.59367172099950,70378121.340451
07/02/2024,2.65900704100905,7.78380704100905,16.17801040100910,33.68081405100900,20.47391902327430,28.25030900499910,3.42505956469306,70839652.733309
08/02/2024,2.88659102421238,8.13779102421238,16.64645563421240,35.90619102421240,20.80777199717060,28.93175105143150,4.14907652302909,80083007.747022
09/02/2024,2.56403033514862,7.94163033514862,16.56892249514860,37.90814654514860,20.67368502636160,30.70018616276180,6.42791004632323,89650022.081903
10/02/2024,2.75662633494885,8.23742633494885,14.77306301840560,37.72894959618340,21.23046416745920,30.08862462679450,5.35871353178478,91842816.049204
11/02/2024,2.50868127083185,8.09268127083185,12.82425657947380,37.12133410799230,21.42124908747090,29.64365403591150,4.54310586080283,90860454.064582
12/02/2024,2.28979694187718,7.97699694187718,11.16460830187720,36.55468910187720,21.70988760356560,28.57378849264460,2.86193982253682,88371252.596598
13/02/2024,2.54370991316498,7.63110991316498,10.26180991316500,33.85051692316500,22.49153466930160,29.53553270003420,4.07224580989777,89953114.246402
14/02/2024,2.27154623429245,7.32954623429245,9.01272879429245,31.23635759429240,22.80102379122310,29.84960359846340,4.38509317052636,85981310.365961
15/02/2024,2.36761625033575,7.32621625033575,9.83412281033575,30.60821257596080,23.45379616113650,29.22713247382440,3.39208987178120,86300431.905449
16/02/2024,2.49904268399464,7.35824268399464,10.78932604399460,30.07496049399460,24.17734508263780,29.51678870518350,3.70776135014027,89859924.990065
17/02/2024,2.25258475100832,7.20568475100832,11.16555722292240,29.95791759792240,24.53070259465250,30.32467801303970,4.77515110156395,93781410.349572
18/02/2024,2.32393261834477,7.37093261834477,11.91601113396980,30.16308259396980,25.21640652563450,31.50985432202930,6.39500731234104,102305902.083085
19/02/2024,2.39163817929861,7.53253817929862,12.72228649808770,30.36908044183770,0.90211103979310,27.53692528415160,0.73916092489355,93783646.190404
20/02/2024,2.61308124562246,7.84788124562246,13.74488825562250,30.73336460562250,26.73423674161710,28.89877731085170,2.64683386552133,104721735.030498
21/02/2024,2.50674098784877,7.76127432118210,14.62749170649070,32.08923066451540,27.24959373277470,31.12191905964000,5.79157540397488,120824598.630842
22/02/2024,2.49982553818322,7.77409220484988,15.69319647904740,33.81291503151650,27.83569408118280,30.56978474051030,5.03050799912198,128977042.562845
23/02/2024,2.44019503463476,7.73419503463476,16.79432628463480,35.78245844463480,28.33035256148990,29.69216796330170,3.82814783766628,136103563.124051
24/02/2024,2.43055856217964,7.67275856217964,14.74729878780460,34.30140053780460,28.87521979059400,30.33970047212600,4.80165000340544,138111137.565091
25/02/2024,2.58497859617926,7.77537859617926,43.14462275617930,33.14462275617930,29.52744516909740,28.89630050087180,2.83705095815099,132526700.862742
26/02/2024,2.42119725510488,7.55733058843822,12.32440049226540,32.32440049226540,29.79881459423870,28.78792216136860,2.77931162443616,131154810.175398
27/02/2024,2.55541909693180,7.63728576359847,11.84743705446270,31.84743705446270,30.29732856842940,30.04908016253580,4.67715520776452,139429116.639054
28/02/2024,2.43741318550518,7.33181318550518,9.93891974550518,29.93891974550520,30.55741459198520,31.15630901713050,6.37597015737353,138765595.345320
29/02/2024,2.19383612453356,7.37543612453356,10.48411948453360,30.48411948453360,30.42500700914720,30.28533552421140,5.29572064302834,136996161.378501
01/03/2024,2.34973312015787,7.74893312015787,11.85889008015790,34.64855808015790,30.58911651369760,28.91089757643520,3.52185925346752,150549687.435536
02/03/2024,2.56156711605974,7.60516711605974,14.29831767605970,34.29831767605970,30.68490486973890,30.17369806279880,5.49585119387790,158914970.907670
03/03/2024,2.28570158281713,7.28370158281713,10.71758283281710,30.71758283281710,30.51885632669980,28.89733658444740,3.89698387747620,137057810.383115
04/03/2024,2.13688663138843,7.10528663138843,10.28853084138840,30.28853084138840,30.22726169452950,28.26358091429860,3.22476214998294,131791297.956035
05/03/2024,2.29970293554184,7.23850293554184,10.18279314554180,30.18279314554180,30.16763626496370,28.37670716251950,3.62644324364986,133617467.947999
06/03/2024,2.20774306095260,7.22107639428594,11.34066681663160,31.34066681663160,29.67118494871810,28.02843318007090,3.39302973642723,135423647.284687
07/03/2024,2.63805099238057,7.72591765904723,13.25968532880030,33.25968532880030,29.62716958915500,28.23964969368450,3.96803397681766,147344349.529622
08/03/2024,2.46711554745638,7.62951554745638,14.84274055745640,34.84274055745640,28.91880869297460,28.80642875780580,5.06279662787106,154208108.475253
09/03/2024,2.51870185072358,7.86230185072358,15.45876899343960,34.64263095121960,28.48432866592680,26.96407936887510,2.76717624976526,143252564.467363
10/03/2024,2.61998835735461,7.90918835735461,16.14628936044100,34.49776218681060,28.05296929295550,28.15175455401430,4.77300290530770,148830280.841825
11/03/2024,2.65499066018525,7.88979066018525,16.78988282018520,34.29207512452130,27.51826024970980,28.69398982948720,5.88207525087932,149827660.732945
12/03/2024,2.46550827445176,7.61150827445176,13.76083195007680,33.90729504470780,26.77214065893060,27.46069922773920,4.49588535261091,138857781.183316
13/03/2024,2.33054759921605,7.38774759921605,11.35917700921610,33.58235460921610,26.06421093370390,27.75269539219130,5.28214708889385,136293991.719137
14/03/2024,2.52753258613211,7.88073258613211,15.34850119613210,31.35616199613210,25.42276465939490,0.72536834466800,4.21761955009634,122015088.735365
15/03/2024,2.41461505459182,7.65681505459182,13.64493873021680,33.13640806459180,24.75191547054460,28.51414802731710,7.15031451879322,134356779.408610
16/03/2024,2.47967270537273,7.61087270537273,12.32547366537270,35.45064131537270,24.27541007059470,27.12759776808650,5.60667759328555,135119957.440735
17/03/2024,2.32433761402509,7.39140428069175,11.45726136970410,34.75941117298340,23.57380663100910,24.08730540119130,1.73816181736656,115057046.742875
18/03/2024,2.43115450705006,7.43408784038339,10.91089916087720,34.35457173371670,23.17145430173870,25.62486066244670,4.35715547874857,120508597.701545
19/03/2024,2.33510781391109,7.27390781391109,10.21819802391110,33.77043148953610,22.61284917629450,23.46127737623830,1.75498068361913,106682757.057780
20/03/2024,2.22485575973146,7.12352242639813,9.52506793022529,33.19831543639810,22.09870786358050,25.96767714733570,5.76975525323550,114240091.534571
21/03/2024,2.11319610417392,6.97172943750725,8.88875636651959,32.64703081313220,21.64628598096790,24.99583991809190,4.87770788431514,106628138.618418
22/03/2024,2.26689921761575,7.08529921761575,8.57239942761575,32.38270017761570,21.52907974467310,24.89413513002490,5.22790195310745,106177116.426530
23/03/2024,2.84967315535875,6.97127315535875,17.23730051535870,30.26276336535880,21.25967753716460,24.77450010168280,5.56395627721106,100589280.841311
24/03/2024,2.71784505357201,7.23400505357201,16.41970966357200,29.83801396014800,21.05734769085770,25.29065508801310,6.80988923370463,100938252.912447
25/03/2024,2.74846805317078,7.65918805317078,15.80206805317080,29.59720968742680,21.10007327412430,22.84892500076500,3.88298478399152,91619348.890700
26/03/2024,2.52863404386018,7.83391404386018,14.97025905386020,29.12664268163620,20.97648205592440,22.65539565450330,4.14525826007386,89171163.324235
27/03/2024,2.42819077232501,8.12803077232501,14.29294133232500,28.79537568594100,21.05653769417110,23.02588535905070,5.21440587878573,90515118.172855
28/03/2024,2.13012218191042,8.22452218191042,13.45192919191040,28.28562239191040,,22.99915644121480,5.73051222024967,88677916.094492
29/03/2024,2.23989293912007,7.73889293912007,12.93453709912010,30.30331520474510,,20.51127532981310,2.77420599984923,86693987.777205
30/03/2024,2.41665458497540,7.32025458497540,12.51578583497540,33.08629874497540,,20.67655551213070,3.57768241427148,98312343.913431
31/03/2024,2.49184685090738,7.43944685090739,11.97100381090740,31.46047626090740,,20.86139339446330,4.41591989661983,97386969.781865
01/04/2024,2.54319388533416,7.52692721866750,11.56491206095920,31.99235084533420,,17.92896450938660,0.85222827040493,87706848.122909
02/04/2024,2.47178963649271,7.49165630315937,11.05589624649270,32.43092088649270,,21.15652080388910,6.00606629258522,107394532.230141
03/04/2024,2.57405522175566,7.58005522175566,8.56586498175566,32.83006703175570,23.72460408210460,18.55380406529140,2.92008565326574,98749915.398145
04/04/2024,2.59085953859736,7.65625953859736,11.57145953859740,33.22265254859740,24.33287292950670,20.31234776880660,6.00672346470351,113063600.544138
05/04/2024,2.59222244940281,7.71702244940281,16.11122580940280,33.61402945940280,24.95434657815570,17.94814599402070,3.26721106618702,104467115.594147
06/04/2024,2.50734976589417,7.75854976589417,16.26721437589420,35.52694976589420,25.51270008942910,18.94252527881830,5.28116536233795,119491534.778794
07/04/2024,2.77888067615205,8.15648067615205,16.78377283615210,38.12299688615210,87.43473618076080,18.69902299806030,5.54762644897581,132669502.132929
08/04/2024,2.60246470022594,8.08326470022594,14.61890138368270,37.57478796146050,77.00181172650030,17.27167806899780,4.14243376148119,124108991.087865
09/04/2024,2.42687528118997,8.01087528118996,12.74245058983190,37.03952811835050,47.55513630065360,17.57787866433590,5.19081163292806,127745790.512169
10/04/2024,2.56743805204694,8.25463805204694,11.44224941204690,36.83233021204690,28.39938434729130,16.45468639867060,4.21910222377518,124088305.701032
11/04/2024,2.33146556320042,7.41886556320042,10.04956556320040,33.63827257320040,28.78997632641590,16.70246593798770,5.18703042033527,117501984.132792
12/04/2024,2.15102782967425,7.20902782967425,8.89221038967425,31.11583918967430,29.19102182760620,14.61697266124720,2.85541367709946,97126594.929118
13/04/2024,2.27836397797177,7.23696397797177,9.74487053797177,30.51896030359680,29.77589368572880,14.54931270324980,3.37705554349221,97897312.827703
14/04/2024,2.24632593882195,7.10552593882195,10.53660929882190,29.82224374882200,30.13948796977410,16.25233442028160,6.40184142833370,108980477.647259
15/04/2024,2.35567142212538,7.30877142212538,11.26864389403940,30.06100426903940,30.55815122261520,13.79548405384030,18.87288465338280,95467640.555727
16/04/2024,2.61940311255759,7.66640311255759,12.21148162818260,30.45855308818260,31.05663629093610,14.22246518302100,20.23537899977540,102789498.674268
17/04/2024,2.37791596393427,7.51881596393427,12.70856428272330,30.35535822647330,30.97084665508420,11.97002353855440,17.80585946528720,85984133.222434
18/04/2024,2.64388143671464,7.87868143671464,13.77568844671460,30.76416479671460,31.31029646563530,12.72928748876290,19.63221473689360,95030250.023378
19/04/2024,2.41656030128889,7.67109363462222,14.53731101993090,31.99904997795560,31.10164329678020,11.93673890662920,19.26007654087170,91870327.234979
20/04/2024,2.49332936083414,7.76759602750081,15.68670030169830,33.80641885416750,31.11274473776280,12.02457345172870,20.12851366574970,98405672.416631
21/04/2024,2.56398603725637,7.85798603725637,16.91811728725640,35.90624944725640,31.03446892848410,12.84713394691960,22.03096475615940,112047827.242953
22/04/2024,2.65448306541711,7.89668306541712,14.97122329104210,34.52532504104210,3.94357785073190,12.43581788279650,22.18283929265740,105355169.276091
23/04/2024,2.52917168807863,7.71957168807863,13.08881584807860,33.08881584807860,3.55992873908110,12.21974690006770,22.60465972239970,98679263.080200
24/04/2024,2.41658748333644,7.55272081666977,12.31979072049690,32.31979072049690,30.11886178172610,10.80551643290820,21.32529958226120,84468656.762046
25/04/2024,2.52752233146335,19.60938899813000,11.81954028899420,31.81954028899420,29.83585204496580,10.74735078707890,21.95642916282930,82859154.072015
26/04/2024,2.21755194559115,7.11195194559115,9.71905850559115,29.71905850559120,29.16392984242140,8.79960662283520,19.90747426168310,62072430.219089
27/04/2024,2.35867467370686,7.54027467370686,,30.64895803370690,28.70686039827690,9.01729513824610,20.91255284943130,65119400.036080
28/04/2024,2.50668407331817,7.90588407331817,,34.80550903331820,28.19637409568260,10.35774994326810,23.49658613942050,83613964.600264
29/04/2024,2.50137930706645,7.54497930706645,,34.23812986706650,27.46222042719420,9.61204116587373,23.12094467884330,74951574.493170
30/04/2024,2.36499960683261,7.36299960683261,,30.79688085683260,26.88710120166320,8.78503043889082,22.62042269927700,60944764.579024
01/05/2024,2.29927593061800,7.26767593061800,,30.45092014061800,26.20354563244410,6.73931339304598,20.38598875079530,45280096.105887
02/05/2024,2.34913138090932,7.28793138090932,,30.23222159090930,25.63742852210730,7.95935720005554,22.75914835718490,52371457.855450
03/05/2024,2.25877597743268,7.27210931076601,,31.39169973311170,24.83721354530730,7.68083168574498,23.00164286423040,50884938.608578
04/05/2024,2.66673670151974,7.75460336818640,,33.28837103793950,24.55879899948060,6.55006285958784,22.02704789778180,46147082.067455
05/05/2024,2.76556743528106,7.92796743528106,,35.14119244528110,24.00504709007940,6.92064730995515,23.16339566393770,50596478.190711
06/05/2024,2.54334040314124,7.88694040314124,,34.66726950363730,23.28043473998440,8.87637938241675,26.52874506424350,62223899.328708
07/05/2024,2.51205431779292,7.80125431779292,,34.38982814724890,22.79929739436390,5.54410109780678,22.40255090778210,38016975.445798
08/05/2024,2.60230866493790,7.83710866493790,,34.23939312927390,22.50035136213780,4.09214471677505,20.92194658975530,27846024.071028
09/05/2024,2.50652394033096,7.65252394033096,,33.94831071058700,22.12311040511980,2.74439759006205,19.57472326183700,18294581.258794
10/05/2024,2.48942997451274,7.54662997451274,,33.74123698451270,21.89825435528530,4.37534677224953,22.42562669638240,28880080.838762
11/05/2024,2.75915464077954,8.11235464077954,15.58012325077950,31.58778405077950,21.77861740925180,4.19188499975328,22.69580061401800,26255031.527313
12/05/2024,2.55436824485729,7.79656824485729,13.78469192048230,33.27616125485730,21.54125309304010,3.43717943204624,22.14298407863180,22358375.289930
13/05/2024,2.47465461033797,7.60585461033797,12.32045557033800,35.44562322033800,21.51274825156580,6.39500341566694,26.82499720020200,44252409.419578
14/05/2024,2.38988728920681,7.45695395587348,11.52281104488580,34.82496084816520,21.53189878908640,5.09494437224410,25.46963903293260,34853679.303739
15/05/2024,2.30193207730385,7.30486541063719,10.78167673113100,34.22534930397050,21.63140224425390,4.57255480100304,25.19793603286400,31035444.404280
16/05/2024,2.29254694011100,7.23134694011101,10.17563715011100,33.72787061573600,21.89077180625420,4.10983331987205,24.99417623028130,28005798.398044
17/05/2024,2.21027582886909,7.10894249553575,9.51048799936291,33.18373550553580,22.15826801424630,0.61618974589147,20.48731619311030,4200853.652429
18/05/2024,2.19388146833370,7.05241480166704,8.96944173067938,32.72771617729200,22.56439258208250,4.98609099816947,27.08418598896480,34346986.995467
19/05/2024,2.27982877743872,7.09822877743872,8.58532898743872,32.39562973743870,23.13945497950610,3.15162088768593,24.88949128231680,22228986.568586
20/05/2024,2.84986703958281,6.97146703958281,17.23749439958280,30.26295724958280,23.60125848310700,2.05751830622640,23.72433611835180,14215484.095289
21/05/2024,2.52930833268635,7.04546833268635,16.23117294268630,29.64947723926230,23.92550145406970,0.75467481917817,22.24625540843950,5168001.783232
22/05/2024,2.56253284456663,7.47325284456663,15.61613284456660,29.41127447882260,24.64542239505980,,25.42598705039420,19446160.865227
23/05/2024,2.44252643780457,7.74780643780457,14.88415144780460,29.04053507558060,25.24415845877880,,28.40160389799620,33115901.514352
24/05/2024,2.37289605210789,8.07273605210789,14.23764661210790,28.74008096572390,25.91492705924850,,26.11635547844410,20395733.831792
25/05/2024,2.44694656599993,8.54134656599993,13.76875357599990,28.60244677599990,26.74027806934430,,26.94657391030350,23998146.804421
26/05/2024,2.39018074732821,7.88918074732821,13.08482490732820,30.45360301295320,27.31777527506500,,25.63902434259520,16899998.530235
27/05/2024,2.47423597906527,7.37783597906527,12.57336722906530,33.14388013906530,28.02511770991670,,27.50765031716990,29396628.555421
28/05/2024,2.33201002450612,7.27961002450612,11.81116698450610,31.30063943450610,28.42945001802100,,24.03961532674600,5138361.432772
29/05/2024,2.37431544421313,7.35804877754647,11.39603361983810,31.82347240421310,29.03619834298480,,27.71462976297570,27965771.663277
30/05/2024,2.55194202466663,7.57180869133330,11.13604863466660,32.51107327466660,29.73630803993130,,27.24410614826040,24915147.273630
31/05/2024,2.57563195523000,7.58163195523000,8.56744171523000,32.83164376523000,30.18138498918140,,26.38914248554330,18323467.735945
01/06/2024,2.61504020874422,7.68044020874423,11.59564020874420,33.24683321874420,30.64781016314170,,27.08112137176190,22859424.366012
02/06/2024,2.56938622201515,7.69418622201515,16.08838958201520,33.59119323201520,30.96253094058180,,29.19920320701440,38315045.004482
03/06/2024,2.79407284911015,8.04527284911015,16.55393745911010,35.81367284911020,31.47980278472840,,27.14552585373980,23951657.439597
04/06/2024,2.55496221951219,7.93256221951219,16.55985437951220,37.89907842951220,31.45556884609400,,28.50746732328050,36153289.473718
05/06/2024,2.48600703434252,7.96680703434252,14.50244371779930,37.45833029557710,31.61684093910050,,25.56272092916890,9888886.093794
06/06/2024,,7.92281530560216,12.65439061424410,36.95146814276270,31.61632516315880,,29.22241092267950,40584229.846319
07/06/2024,,8.07648607265525,11.26409743265530,36.65417823265530,31.72909534163700,,30.27029313615460,49317679.338430
08/06/2024,,7.44266796759101,10.07336796759100,33.66207497759100,31.63193218040990,,27.02367200342870,19586675.817627
09/06/2024,,7.17285069047514,8.85603325047513,31.07966205047510,31.24660463863910,,26.57069138149630,14563250.840373
10/06/2024,,7.34031739960017,9.84822395960017,30.62231372522520,31.22018835408580,,26.79165025982630,16210779.549275
11/06/2024,,7.34000749214167,10.77109085214170,30.05672530214170,30.95233783822890,,29.27744725801990,33836584.919832
12/06/2024,,7.31591077270754,11.27578324462160,30.06814361962160,30.38220107154310,,27.37715184297790,20271143.519396
13/06/2024,,7.47499634918699,12.02007486481200,30.26714632481200,29.93464784790540,,28.46286126037060,28274404.611114
14/06/2024,,7.54003688731469,12.72978520610380,30.37657914985380,29.34057419647310,,26.76027357896850,16725397.673231
15/06/2024,,7.78517880722090,13.68218581722090,30.67066216722090,28.88313548662610,,30.35778895585590,42375530.023785
16/06/2024,,7.76590255664425,14.63211994195290,32.09385889997760,28.23088799757020,,27.97537531214770,27308341.924750
17/06/2024,,7.79079898944255,15.70990326364010,33.82962181610920,27.59940088037890,,30.43620257695890,47178342.678501
18/06/2024,,7.93735440517683,16.99748565517680,35.98561781517680,27.07686717630790,,30.42639611910230,50550640.064302
19/06/2024,,7.70566201673508,14.78020224236010,34.33430399236010,26.29416792850360,,29.26534879984150,39928327.461609
20/06/2024,,7.65249033560886,13.02173449560890,33.02173449560890,25.69915625940130,,30.07554737893990,44547925.751180
21/06/2024,,7.53301543545555,12.30008533928270,32.30008533928270,25.06193815153210,,29.34396233222620,39239802.783284
22/06/2024,2.42508162173372,7.50694828840039,11.71709957926460,31.71709957926460,24.54855091185430,4.49159454636122,29.42898776445570,39884400.772476
23/06/2024,2.39771695315595,7.29211695315595,9.89922351315595,29.89922351315600,24.10996884028960,6.27607330591815,,52023057.061190
24/06/2024,2.15527157450541,7.33687157450541,10.44555493450540,30.44555493450540,23.31927370765840,5.44822747056743,,44288193.769475
25/06/2024,2.58119503518254,7.98039503518254,12.09035199518250,34.88001999518250,23.23500905013650,4.59754599086431,,42995779.771495
26/06/2024,2.48259947049127,7.52619947049127,14.21935003049130,34.21935003049130,22.65173446262880,7.56101956398589,,67886636.522095
27/06/2024,2.31211964701187,7.31011964701187,53.74400089701190,30.74400089701190,22.37842662589770,5.25418725567591,,42179932.227579
28/06/2024,2.20764815524563,7.17604815524563,10.35929236524560,30.35929236524560,22.07810747171560,7.04296771905020,,55200201.083204
29/06/2024,2.47623121460370,7.41503121460370,10.35932142460370,30.35932142460370,22.23165342400050,6.10247621020987,29.80581773408170,48771050.894986
30/06/2024,2.38892671526934,7.40226004860267,11.52185047094840,31.52185047094840,22.00592213466570,6.97060672769460,30.70928897234310,57204448.857919
01/07/2024,2.41739030140154,7.50525696806821,13.03902463782130,33.03902463782130,21.98029694285420,8.02376996317097,31.86258898166310,69093539.731036
02/07/2024,2.47395389819370,7.63635389819370,14.84957890819370,34.84957890819370,22.06674749585690,9.02751524482472,32.93462154475600,82565053.400038
03/07/2024,2.58483382773194,7.92843382773194,15.52490097044800,34.70876292822790,22.39637731218430,7.99641230900370,31.11804229333410,74554002.596775
04/07/2024,2.67904088582475,7.96824088582475,16.20534188891120,34.55681471528080,22.78836388911330,9.04034681319263,32.22559577758650,86076432.033191
05/07/2024,2.55279468903669,7.78759468903670,16.68768684903670,34.18987915337270,23.03442649047390,8.85654182024829,31.58694857951570,84547330.966828
06/07/2024,2.44132991342172,7.58732991342172,13.73665358904670,33.88311668367770,23.40404166762520,9.47505648808428,32.07354594005930,91315149.500610
07/07/2024,2.40000462860645,7.45720462860645,11.42863403860640,33.65181163860650,23.90564876887460,8.65283611353352,30.51374656344850,84940141.805067
08/07/2024,2.61618430599649,7.96938430599649,15.43715291599650,31.44481371599650,24.45865070949640,10.10625570746880,32.16382402183680,96348341.298791
09/07/2024,2.56787194830251,7.81007194830251,13.79819562392750,33.28966495830250,25.06717847904750,12.12366789031380,34.60367704316910,125299451.597487
10/07/2024,2.52106852623588,7.65226852623588,12.36686948623590,35.49203713623590,25.71260130404280,10.20271819375050,31.46655606629750,115211965.616751
11/07/2024,2.29937202858737,7.36643869525404,11.43229578426640,34.73444558754570,26.17662157873000,10.14671997927330,30.96013374868180,114175584.810734
12/07/2024,2.41974521557855,7.42267854891188,10.89948986940570,34.34316244224520,26.99721524400210,13.43437060289680,35.17615861837780,155477217.987952
13/07/2024,2.37881822628818,7.31761822628818,10.26190843628820,33.81414190191320,27.66011418531780,13.44279356954940,34.74902953127150,157623314.526557
14/07/2024,2.23224246017090,7.13090912683757,9.53245463066473,33.20570213683760,28.21334403546530,13.48327591153520,34.36217954038950,158577242.452394
15/07/2024,2.14007445460755,6.99860778794089,8.91563471695323,32.67390916356590,28.80279300021390,11.65847414956580,31.33293064986350,138091613.098306
16/07/2024,2.17906649341430,6.99746649341430,8.48456670341430,32.29486745341430,29.49468532055650,15.10061285964770,35.74834678340650,182105402.593223
17/07/2024,2.74548660262311,6.86708660262311,17.13311396262310,30.15857681262310,30.01857894197980,13.37700355925510,32.85495735614230,157376754.364498
18/07/2024,2.55924448972713,7.07540448972713,16.26110909972710,29.67941339630310,30.44366094849620,13.19430938354480,32.13799849555820,154937874.676509
19/07/2024,2.57171175999666,7.48243175999666,15.62531175999670,29.42045339425270,31.01072623461690,14.13407956213380,33.00627625541620,168515848.684727
20/07/2024,2.47644310861170,7.78172310861170,14.91806811861170,29.07445174638770,31.40571010654480,15.62616664816950,34.65406727523390,186883576.339899
21/07/2024,2.41187336896093,8.11171336896093,14.27662392896090,28.77905828257690,31.76051391690150,16.35606355420430,35.22296621454450,196401478.842984
22/07/2024,2.29995966680060,8.39435966680060,13.62176667680060,28.45545987680060,31.99175747929620,16.35307465408670,34.75500508032960,195848706.702201
23/07/2024,2.61301177174737,8.11201177174737,13.30765593174740,30.67643403737240,32.45069949343350,16.30735088194320,34.22679443504190,215319521.103740
